Region,Source,Year,Data,Unit
NB,Thermal,2008,3282.3,MW
NB,Thermal,2009,3280.3,MW
NB,Thermal,2010,3229.3,MW
NB,Thermal,2011,3229.3,MW
NB,Thermal,2012,3229.3,MW
NB,Thermal,2013,3254.3,MW
NB,Thermal,2014,3254.3,MW
NB,Thermal,2015,3254.3,MW
NS,Thermal,2005,2008.92,MW
NS,Thermal,2006,2006.42,MW
NS,Thermal,2007,2006.42,MW
NS,Thermal,2008,2006.42,MW
NS,Thermal,2009,2006.12,MW
NS,Thermal,2010,2006.42,MW
NS,Thermal,2011,2058.42,MW
NS,Thermal,2012,2058.42,MW
NS,Thermal,2013,2058.43,MW
NS,Thermal,2014,2104.87,MW
NS,Thermal,2015,2104.87,MW
PE,Thermal,2005,160,MW
PE,Thermal,2006,160,MW
PE,Thermal,2007,160,MW
PE,Thermal,2008,160,MW
PE,Thermal,2009,160,MW
PE,Thermal,2010,161,MW
PE,Thermal,2011,161,MW
PE,Thermal,2012,161,MW
PE,Thermal,2013,163,MW
PE,Thermal,2014,163,MW
PE,Thermal,2015,160,MW
NF,Thermal,2005,862,MW
NF,Thermal,2006,862,MW
NF,Thermal,2007,862,MW
NF,Thermal,2008,862,MW
NF,Thermal,2009,892,MW
NF,Thermal,2010,892,MW
NF,Thermal,2011,889,MW
NF,Thermal,2012,889,MW
NF,Thermal,2013,863,MW
NF,Thermal,2014,971,MW
NF,Thermal,2015,971,MW
NWT,Thermal,2005,149,MW
NWT,Thermal,2006,109.923,MW
NWT,Thermal,2007,107.18,MW
NWT,Thermal,2008,111.598,MW
NWT,Thermal,2009,160.718,MW
NWT,Thermal,2010,126.998,MW
NWT,Thermal,2011,126.94,MW
NWT,Thermal,2012,126.94,MW
NWT,Thermal,2013,130.76,MW
NWT,Thermal,2014,104.96,MW
NWT,Thermal,2015,121.27,MW
YT,Thermal,2005,33.34,MW
YT,Thermal,2006,33.34,MW
YT,Thermal,2007,33.34,MW
YT,Thermal,2008,33.34,MW
YT,Thermal,2009,33.34,MW
YT,Thermal,2010,33.57,MW
YT,Thermal,2011,33.57,MW
YT,Thermal,2012,33.57,MW
YT,Thermal,2013,33.57,MW
YT,Thermal,2014,33.57,MW
YT,Thermal,2015,28.97,MW
NU,Thermal,2005,54.28,MW
NU,Thermal,2006,54.28,MW
NU,Thermal,2007,54.28,MW
NU,Thermal,2008,54.28,MW
NU,Thermal,2009,54.28,MW
NU,Thermal,2010,54.28,MW
NU,Thermal,2011,54.28,MW
NU,Thermal,2012,54.28,MW
NU,Thermal,2013,54.28,MW
NU,Thermal,2014,54.28,MW
NU,Thermal,2015,54.28,MW
Canada,Thermal,2005,48632,MW
Canada,Thermal,2006,49294.748,MW
Canada,Thermal,2007,49576.17,MW
Canada,Thermal,2008,51072.968,MW
Canada,Thermal,2009,51346.658,MW
Canada,Thermal,2010,52800.668,MW
Canada,Thermal,2011,52161.14633,MW
Canada,Thermal,2012,50386.92432,MW
Canada,Thermal,2013,52721.421,MW
Canada,Thermal,2014,50600.89,MW
Canada,Thermal,2015,52039.46,MW
BC,Wind,2005,0,MW
BC,Wind,2006,0,MW
BC,Wind,2007,0,MW
BC,Wind,2008,0,MW
BC,Wind,2009,102,MW
BC,Wind,2010,102,MW
BC,Wind,2011,246,MW
BC,Wind,2012,246,MW
BC,Wind,2013,388,MW
BC,Wind,2014,488,MW
BC,Wind,2015,488,MW
AB,Wind,2005,251,MW
AB,Wind,2006,386.2,MW
AB,Wind,2007,525.2,MW
AB,Wind,2008,525.2,MW
AB,Wind,2009,591.2,MW
AB,Wind,2010,723.2,MW
AB,Wind,2011,865,MW
AB,Wind,2012,1088,MW
AB,Wind,2013,1088,MW
AB,Wind,2014,1434,MW
AB,Wind,2015,1463,MW
SK,Wind,2005,15.8,MW
SK,Wind,2006,171.18,MW
SK,Wind,2007,171.18,MW
SK,Wind,2008,171.18,MW
SK,Wind,2009,171.18,MW
SK,Wind,2010,171.18,MW
SK,Wind,2011,196.68,MW
SK,Wind,2012,196.68,MW
SK,Wind,2013,196.68,MW
SK,Wind,2014,196.68,MW
SK,Wind,2015,221,MW
MB,Wind,2005,20,MW
MB,Wind,2006,103.95,MW
MB,Wind,2007,103.95,MW
MB,Wind,2008,103.95,MW
MB,Wind,2009,103.95,MW
MB,Wind,2010,103.95,MW
MB,Wind,2011,241.95,MW
MB,Wind,2012,258.45,MW
MB,Wind,2013,258.45,MW
MB,Wind,2014,258.45,MW
MB,Wind,2015,258.45,MW
ON,Wind,2005,14.7,MW
ON,Wind,2006,414,MW
ON,Wind,2007,491,MW
ON,Wind,2008,782,MW
ON,Wind,2009,1168,MW
ON,Wind,2010,1447,MW
ON,Wind,2011,1970,MW
ON,Wind,2012,2053,MW
ON,Wind,2013,2491,MW
ON,Wind,2014,3490,MW
ON,Wind,2015,4374,MW
QC,Wind,2005,207,MW
QC,Wind,2006,317,MW
QC,Wind,2007,417,MW
QC,Wind,2008,527,MW
QC,Wind,2009,660,MW
QC,Wind,2010,664,MW
QC,Wind,2011,923,MW
QC,Wind,2012,1354,MW
QC,Wind,2013,2404,MW
QC,Wind,2014,2865,MW
QC,Wind,2015,3262,MW
NB,Wind,2005,0,MW
NB,Wind,2006,0,MW
NB,Wind,2007,0,MW
NB,Wind,2008,96,MW
NB,Wind,2009,195,MW
NB,Wind,2010,195,MW
NB,Wind,2011,294,MW
NB,Wind,2012,294,MW
NB,Wind,2013,294,MW
NB,Wind,2014,294,MW
NB,Wind,2015,294,MW
NS,Wind,2005,34.7,MW
NS,Wind,2006,37.1,MW
NS,Wind,2007,42.3,MW
NS,Wind,2008,43.2,MW
NS,Wind,2009,43.2,MW
NS,Wind,2010,122.2,MW
NS,Wind,2011,216.6,MW
NS,Wind,2012,320.2,MW
NS,Wind,2013,326.17,MW
NS,Wind,2014,328.17,MW
NS,Wind,2015,443.97,MW
PE,Wind,2005,13,MW
PE,Wind,2006,13,MW
PE,Wind,2007,72,MW
PE,Wind,2008,72,MW
PE,Wind,2009,151,MW
PE,Wind,2010,163,MW
PE,Wind,2011,163,MW
PE,Wind,2012,163,MW
PE,Wind,2013,173,MW
PE,Wind,2014,203,MW
PE,Wind,2015,203,MW
NF,Wind,2005,0,MW
NF,Wind,2006,0,MW
NF,Wind,2007,0,MW
NF,Wind,2008,0,MW
NF,Wind,2009,54,MW
NF,Wind,2010,54,MW
NF,Wind,2011,54,MW
NF,Wind,2012,54,MW
NF,Wind,2013,54,MW
NF,Wind,2014,54,MW
NF,Wind,2015,54,MW
NWT,Wind,2005,0,MW
NWT,Wind,2006,0,MW
NWT,Wind,2007,0,MW
NWT,Wind,2008,0,MW
NWT,Wind,2009,0,MW
NWT,Wind,2010,0,MW
NWT,Wind,2011,0,MW
NWT,Wind,2012,9.2,MW
NWT,Wind,2013,9.2,MW
NWT,Wind,2014,9.2,MW
NWT,Wind,2015,9.2,MW
YT,Wind,2005,0,MW
YT,Wind,2006,0.8,MW
YT,Wind,2007,0.8,MW
YT,Wind,2008,0.8,MW
YT,Wind,2009,0.8,MW
YT,Wind,2010,0.8,MW
YT,Wind,2011,0.8,MW
YT,Wind,2012,0.8,MW
YT,Wind,2013,0.8,MW
YT,Wind,2014,0.8,MW
YT,Wind,2015,0.8,MW
NU,Wind,2005,0,MW
NU,Wind,2006,0,MW
NU,Wind,2007,0,MW
NU,Wind,2008,0,MW
NU,Wind,2009,0,MW
NU,Wind,2010,0,MW
NU,Wind,2011,0,MW
NU,Wind,2012,0,MW
NU,Wind,2013,0,MW
NU,Wind,2014,0,MW
NU,Wind,2015,0,MW
Canada,Wind,2005,556.2,MW
Canada,Wind,2006,1443.23,MW
Canada,Wind,2007,1823.43,MW
Canada,Wind,2008,2321.33,MW
Canada,Wind,2009,3240.33,MW
Canada,Wind,2010,3746.33,MW
Canada,Wind,2011,5171.03,MW
Canada,Wind,2012,6037.33,MW
Canada,Wind,2013,7683.3,MW
Canada,Wind,2014,9621.3,MW
Canada,Wind,2015,11071.42,MW
