Region,Source,Year,Data,Unit
ON,Hydro,2015,37300,GWh
QC,Hydro,2005,173356.235,GWh
QC,Hydro,2006,172591.117,GWh
QC,Hydro,2007,181099.757,GWh
QC,Hydro,2008,187891.245,GWh
QC,Hydro,2009,189422.842,GWh
QC,Hydro,2010,177410.359,GWh
QC,Hydro,2011,189691.867,GWh
QC,Hydro,2012,191971.73,GWh
QC,Hydro,2013,202530.144,GWh
QC,Hydro,2014,197207.367,GWh
QC,Hydro,2015,197667.969,GWh
NB,Hydro,2005,3875.332,GWh
NB,Hydro,2006,3730.625,GWh
NB,Hydro,2007,2802.981,GWh
NB,Hydro,2008,3543.113,GWh
NB,Hydro,2009,2971.626,GWh
NB,Hydro,2010,3325.35,GWh
NB,Hydro,2011,3841.288,GWh
NB,Hydro,2012,2857.28,GWh
NB,Hydro,2013,3400.312,GWh
NB,Hydro,2014,2963.114,GWh
NB,Hydro,2015,2727.824,GWh
NS,Hydro,2005,1075.368,GWh
NS,Hydro,2006,1019.42,GWh
NS,Hydro,2007,922.063,GWh
NS,Hydro,2008,1095.095,GWh
NS,Hydro,2009,1072.666,GWh
NS,Hydro,2010,1006.746,GWh
NS,Hydro,2011,1110.992,GWh
NS,Hydro,2012,849.981,GWh
NS,Hydro,2013,1003.987,GWh
NS,Hydro,2014,1128.686,GWh
NS,Hydro,2015,1003.304,GWh
PE,Hydro,2005,0,GWh
PE,Hydro,2006,0,GWh
PE,Hydro,2007,0,GWh
PE,Hydro,2008,0,GWh
PE,Hydro,2009,0,GWh
PE,Hydro,2010,0,GWh
PE,Hydro,2011,0,GWh
PE,Hydro,2012,0,GWh
PE,Hydro,2013,0,GWh
PE,Hydro,2014,0,GWh
PE,Hydro,2015,0,GWh
NF,Hydro,2005,40498.238,GWh
NF,Hydro,2006,41709.866,GWh
NF,Hydro,2007,40048.491,GWh
NF,Hydro,2008,41790.388,GWh
NF,Hydro,2009,36728.175,GWh
NF,Hydro,2010,40278.706,GWh
NF,Hydro,2011,40016.895,GWh
NF,Hydro,2012,42186.461,GWh
NF,Hydro,2013,41424.414,GWh
NF,Hydro,2014,39047.826,GWh
NF,Hydro,2015,40332,GWh
NWT,Hydro,2005,259.107,GWh
NWT,Hydro,2006,251.866,GWh
NWT,Hydro,2007,250.246,GWh
NWT,Hydro,2008,246.575,GWh
NWT,Hydro,2009,253.952,GWh
NWT,Hydro,2010,253.952,GWh
NWT,Hydro,2011,260.345,GWh
NWT,Hydro,2012,252.699,GWh
NWT,Hydro,2013,262.683,GWh
NWT,Hydro,2014,233.916,GWh
NWT,Hydro,2015,252.748776,GWh
YT,Hydro,2005,320.443,GWh
YT,Hydro,2006,334.608,GWh
YT,Hydro,2007,330.632,GWh
YT,Hydro,2008,348.293,GWh
YT,Hydro,2009,379.056,GWh
YT,Hydro,2010,380.431,GWh
YT,Hydro,2011,388.066,GWh
YT,Hydro,2012,430.194,GWh
YT,Hydro,2013,424.99,GWh
YT,Hydro,2014,410.668,GWh
YT,Hydro,2015,421.884,GWh
NU,Hydro,2005,0,GWh
NU,Hydro,2006,0,GWh
NU,Hydro,2007,0,GWh
NU,Hydro,2008,0,GWh
NU,Hydro,2009,0,GWh
NU,Hydro,2010,0,GWh
NU,Hydro,2011,0,GWh
NU,Hydro,2012,0,GWh
NU,Hydro,2013,0,GWh
NU,Hydro,2014,0,GWh
NU,Hydro,2015,0,GWh
Canada,Hydro,2005,358520.145,GWh
Canada,Hydro,2006,349565.767,GWh
Canada,Hydro,2007,364075.704,GWh
Canada,Hydro,2008,373997.48,GWh
Canada,Hydro,2009,365181.349,GWh
Canada,Hydro,2010,348117.662,GWh
Canada,Hydro,2011,372137.1873,GWh
Canada,Hydro,2012,376320.886,GWh
Canada,Hydro,2013,388019.848,GWh
Canada,Hydro,2014,378825.978,GWh
Canada,Hydro,2015,376908.9039,GWh
AB,Other sources,2005,63653.1294,GWh
AB,Other sources,2006,67034.75615,GWh
AB,Other sources,2007,67122,GWh
AB,Other sources,2008,66109.3,GWh
AB,Other sources,2009,67056.4,GWh
AB,Other sources,2010,68411.10406,GWh
AB,Other sources,2011,66674.02624,GWh
AB,Other sources,2012,68067.70826,GWh
AB,Other sources,2013,70716.9,GWh
AB,Other sources,2014,75377.4,GWh
AB,Other sources,2015,73593.5,GWh
BC,Other sources,2005,4192.654,GWh
BC,Other sources,2006,4096.353,GWh
BC,Other sources,2007,4288.963,GWh
BC,Other sources,2008,4633.976,GWh
BC,Other sources,2009,6397.403,GWh
BC,Other sources,2010,6101.182,GWh
BC,Other sources,2011,3569.979,GWh
BC,Other sources,2012,3646.531,GWh
BC,Other sources,2013,3646.846,GWh
BC,Other sources,2014,4399.789,GWh
BC,Other sources,2015,4273,GWh
Canada,Other sources,2005,242388.9267,GWh
Canada,Other sources,2006,240529.7605,GWh
Canada,Other sources,2007,247296.3253,GWh
Canada,Other sources,2008,239022.3574,GWh
Canada,Other sources,2009,222565.7875,GWh
Canada,Other sources,2010,228969.5784,GWh
Canada,Other sources,2011,223054.8693,GWh
Canada,Other sources,2012,223979.9104,GWh
Canada,Other sources,2013,230191.2393,GWh
Canada,Other sources,2014,233108.4204,GWh
Canada,Other sources,2015,224496.9163,GWh
MB,Other sources,2005,556.334,GWh
MB,Other sources,2006,503.412,GWh
MB,Other sources,2007,564.17,GWh
MB,Other sources,2008,523.305,GWh
MB,Other sources,2009,271.76,GWh
MB,Other sources,2010,174.446,GWh
MB,Other sources,2011,186.836,GWh
MB,Other sources,2012,141.402,GWh
MB,Other sources,2013,141.724,GWh
MB,Other sources,2014,113.561,GWh
MB,Other sources,2015,158,GWh
NB,Other sources,2005,16804.622,GWh
NB,Other sources,2006,14083.495,GWh
NB,Other sources,2007,13812.854,GWh
NB,Other sources,2008,10376.356,GWh
NB,Other sources,2009,9553.097,GWh
NB,Other sources,2010,7124.268,GWh
NB,Other sources,2011,6702.433,GWh
NB,Other sources,2012,6123.806,GWh
NB,Other sources,2013,10382.459,GWh
NB,Other sources,2014,12114.739,GWh
NB,Other sources,2015,10308,GWh
NF,Other sources,2005,1638.113,GWh
NF,Other sources,2006,1058.205,GWh
NF,Other sources,2007,1534.822,GWh
NF,Other sources,2008,1416.297,GWh
NF,Other sources,2009,1338.12,GWh
NF,Other sources,2010,1280.75,GWh
NF,Other sources,2011,1389.157,GWh
NF,Other sources,2012,1321.001,GWh
NF,Other sources,2013,1460.821,GWh
NF,Other sources,2014,1829.179,GWh
NF,Other sources,2015,1793,GWh
NS,Other sources,2005,11061.767,GWh
NS,Other sources,2006,10092.53,GWh
NS,Other sources,2007,11280.068,GWh
NS,Other sources,2008,10748.969,GWh
NS,Other sources,2009,10235.404,GWh
NS,Other sources,2010,10295.291,GWh
NS,Other sources,2011,9331.764,GWh
NS,Other sources,2012,9041.96,GWh
NS,Other sources,2013,8654.626,GWh
NS,Other sources,2014,8507.163,GWh
NS,Other sources,2015,8369,GWh
NU,Other sources,2005,141.645,GWh
NU,Other sources,2006,144.709,GWh
NU,Other sources,2007,148.881,GWh
NU,Other sources,2008,182.199,GWh
NU,Other sources,2009,161.925,GWh
NU,Other sources,2010,161.925,GWh
NU,Other sources,2011,98.308,GWh
NU,Other sources,2012,98.307,GWh
NU,Other sources,2013,98.307,GWh
NU,Other sources,2014,157.598,GWh
NU,Other sources,2015,187,GWh
NWT,Other sources,2005,434.1433,GWh
NWT,Other sources,2006,434.1433,GWh
NWT,Other sources,2007,434.1433,GWh
NWT,Other sources,2008,492.8924,GWh
NWT,Other sources,2009,388.2525,GWh
NWT,Other sources,2010,301.1703,GWh
NWT,Other sources,2011,192.2351,GWh
NWT,Other sources,2012,194.6981,GWh
NWT,Other sources,2013,297.2833,GWh
NWT,Other sources,2014,475.3714,GWh
NWT,Other sources,2015,444,GWh
ON,Other sources,2005,122578.252,GWh
ON,Other sources,2006,121194.952,GWh
ON,Other sources,2007,122832.332,GWh
ON,Other sources,2008,122513.62,GWh
ON,Other sources,2009,104897.124,GWh
ON,Other sources,2010,114315.023,GWh
ON,Other sources,2011,114676.706,GWh
ON,Other sources,2012,114158.291,GWh
ON,Other sources,2013,116367.045,GWh
ON,Other sources,2014,113136.674,GWh
ON,Other sources,2015,105599.4163,GWh
PE,Other sources,2005,6.313,GWh
PE,Other sources,2006,7.528,GWh
PE,Other sources,2007,5.099,GWh
PE,Other sources,2008,2.865,GWh
PE,Other sources,2009,4.92,GWh
PE,Other sources,2010,3.776,GWh
PE,Other sources,2011,4.81,GWh
PE,Other sources,2012,14.511,GWh
PE,Other sources,2013,8.156,GWh
PE,Other sources,2014,5.656,GWh
PE,Other sources,2015,5,GWh
QC,Other sources,2005,6054.208,GWh
QC,Other sources,2006,6804.843,GWh
QC,Other sources,2007,9647.362,GWh
QC,Other sources,2008,4836.407,GWh
QC,Other sources,2009,5010.862,GWh
QC,Other sources,2010,4739.898,GWh
QC,Other sources,2011,4319.542,GWh
QC,Other sources,2012,4791.266,GWh
QC,Other sources,2013,306.654,GWh
QC,Other sources,2014,106.558,GWh
QC,Other sources,2015,252,GWh
SK,Other sources,2005,15245.33,GWh
SK,Other sources,2006,15050.99,GWh
SK,Other sources,2007,15601.976,GWh
SK,Other sources,2008,17162.286,GWh
SK,Other sources,2009,17227.916,GWh
SK,Other sources,2010,16035.779,GWh
SK,Other sources,2011,15872.205,GWh
SK,Other sources,2012,16356.064,GWh
SK,Other sources,2013,18087.127,GWh
SK,Other sources,2014,16862.048,GWh
SK,Other sources,2015,19489,GWh
YT,Other sources,2005,22.416,GWh
YT,Other sources,2006,23.844,GWh
YT,Other sources,2007,23.655,GWh
YT,Other sources,2008,23.885,GWh
YT,Other sources,2009,22.604,GWh
YT,Other sources,2010,24.966,GWh
YT,Other sources,2011,36.868,GWh
YT,Other sources,2012,24.365,GWh
YT,Other sources,2013,23.291,GWh
YT,Other sources,2014,22.684,GWh
YT,Other sources,2015,26,GWh
BC,Solar,2005,0,GWh
BC,Solar,2006,0,GWh
BC,Solar,2007,0,GWh
BC,Solar,2008,0,GWh
BC,Solar,2009,0,GWh
BC,Solar,2010,0,GWh
BC,Solar,2011,0,GWh
BC,Solar,2012,0,GWh
BC,Solar,2013,0,GWh
BC,Solar,2014,0,GWh
BC,Solar,2015,0,GWh
AB,Solar,2005,0,GWh
AB,Solar,2006,0,GWh
AB,Solar,2007,0,GWh
AB,Solar,2008,0,GWh
AB,Solar,2009,0,GWh
AB,Solar,2010,0,GWh
AB,Solar,2011,0,GWh
AB,Solar,2012,0,GWh
AB,Solar,2013,0,GWh
AB,Solar,2014,0,GWh
AB,Solar,2015,0,GWh
SK,Solar,2005,0,GWh
SK,Solar,2006,0,GWh
SK,Solar,2007,0,GWh
SK,Solar,2008,0,GWh
SK,Solar,2009,0,GWh
SK,Solar,2010,0,GWh
SK,Solar,2011,0,GWh
SK,Solar,2012,0,GWh
SK,Solar,2013,0,GWh
SK,Solar,2014,0,GWh
SK,Solar,2015,0,GWh
MB,Solar,2005,0,GWh
MB,Solar,2006,0,GWh
MB,Solar,2007,0,GWh
MB,Solar,2008,0,GWh
MB,Solar,2009,0,GWh
MB,Solar,2010,0,GWh
MB,Solar,2011,0,GWh
MB,Solar,2012,0,GWh
MB,Solar,2013,0,GWh
MB,Solar,2014,0,GWh
MB,Solar,2015,0,GWh
ON,Solar,2005,0,GWh
ON,Solar,2006,0,GWh
ON,Solar,2007,0,GWh
ON,Solar,2008,0,GWh
ON,Solar,2009,5,GWh
ON,Solar,2010,123,GWh
ON,Solar,2011,398,GWh
ON,Solar,2012,842,GWh
ON,Solar,2013,1173,GWh
ON,Solar,2014,1816,GWh
ON,Solar,2015,3001,GWh
QC,Solar,2005,0,GWh
QC,Solar,2006,0,GWh
QC,Solar,2007,0,GWh
QC,Solar,2008,0,GWh
